ent,entidad,mun,municipio,presidente,partido,periodo
14,Jalisco,,Villa Hidalgo,María Olivia Reyna Fernández,PAN,2018-2021
14,Jalisco,,Cañadas de Obregón,Reynaldo Gónzalez Gómez,PAN,2018-2021
14,Jalisco,,Yahualica de González Gallo,Alejandro Macías Velasco,PRI,2018-2021
14,Jalisco,,Zacoalco de Torres,Javier Jiménez Álvarez,PRI,2018-2021
14,Jalisco,,Zapopan,Jesús Pablo Lemus Navarro,MC,2018-2021
14,Jalisco,,Zapotiltic,Francisco Sedano Vizcaíno,PAN,2018-2021
14,Jalisco,,Zapotitlán de Vadillo,María Guadalupe Díaz Blanco,MC,2018-2021
14,Jalisco,,Zapotlán del Rey,Saúl Padilla Gutiérrez,PVEM,2018-2021
14,Jalisco,,Zapotlanejo,Héctor Álvarez Contreras,MC,2018-2021
14,Jalisco,,San Ignacio Cerro Gordo,José Cleofas Orozco Orozco,PRI,2018-2021
15,México,,Acambay,Esperanza Dolores González Martínez,MORENA,2018-2021
15,México,,Acolman,Rigoberto Cortés Melgoza,MORENA,2018-2021
15,México,,Aculco,Jorge Alfredo Osornio Victoria,PRI,2018-2021
15,México,,Almoloya de Alquisiras,Ari Patrick Mendiola Mondragón,PRI,2018-2021
15,México,,Almoloya de Juárez,Luis Maya Doro,MORENA,2018-2021
15,México,,Almoloya del Río,Leticia Flores Martínez,PAN,2018-2021
15,México,,Amanalco,Emma Colín Guadarrama,MORENA,2018-2021
15,México,,Amatepec,José Félix Gallegos Hernández,PAN,2018-2021
15,México,,Amecameca,Miguel Ángel Salomón Cortés,PVEM,2018-2021
15,México,,Apaxco,Daniel Parra Ángeles,PAN,2018-2021
15,México,,Atenco,Porfirio Hugo Reyes Nuñez,MORENA,2018-2021
15,México,,Atizapán,José Guadalupe Ramírez Hernández,MORENA,2018-2021
15,México,,Atizapán de Zaragoza,Ruth Olvera Nieto,MORENA,2018-2021
15,México,,Atlacomulco,José Martín Roberto Tellez Monroy,MORENA,2018-2021
15,México,,Atlautla,Dolores Hermenegildo Lozada Amaro,Partido Vía Radical,2018-2021
15,México,,Axapusco,Noé Martínez Juárez,MORENA,2018-2021
15,México,,Ayapango,René Martín Velázquez Soriano,PAN,2018-2021
15,México,,Calimaya,Óscar Hernández Meza,PAN,2018-2021
15,México,,Capulhuac,Refugio Fuentes Rivas,PANAL,2018-2021
15,México,,Coacalco de Berriozábal,Darwin Renan Eslava Gamiño,MORENA,2018-2021
15,México,,Coatepec Harinas,Saúl Rubí Muñoz,MORENA,2018-2021
15,México,,Cocotitlán,Tomás Suárez Juárez,PRD,2018-2021
15,México,,Coyotepec,Sergio Anguiano Meléndez,MORENA,2018-2021
15,México,,Cuautitlán,Mario Ariel Juárez Rodríguez,MORENA,2018-2021
15,México,,Chalco,José Miguel Gutiérrez Morales,MORENA,2018-2021
15,México,,Chapa de Mota,Leticia Zepeda Martínez,PAN,2018-2021
15,México,,Chapultepec,Laura Amalia González Martínez,PRI,2018-2021
15,México,,Chiautla,José Miguel Aguirre Ruíz,MORENA,2018-2021
15,México,,Chicoloapan,Nancy Jazmín Gómez Vargas,MORENA,2018-2021
15,México,,Chiconcuac,Agustina Catalina Velasco Vicuña,MORENA,2018-2021
15,México,,Chimalhuacán,Jesús Tolentino Román Bojorquez,PRI,2018-2021
15,México,,Donato Guerra,Eliza Ojeda Rentería,PAN,2018-2021
15,México,,Ecatepec de Morelos,Luis Fernando Vilchis Contreras,MORENA,2018-2021
15,México,,Ecatzingo,Rocío Solís Robles,MORENA,2018-2021
15,México,,Huehuetoca,José Luis Castro Chimala,PAN,2018-2021
15,México,,Hueypoxtla,Diego Vargas Colín,PRI,2018-2021
15,México,,Huixquilucan,Enrique Vargas del Villar,PAN,2018-2021
15,México,,Isidro Fabela,Astrid Anita Dávila Ordóñez,PRI,2018-2021
15,México,,Ixtapaluca,Maricela Serrano Hernández,PRI,2018-2021
15,México,,Ixtapan de la Sal,Juan Antonio Pérez Quintero,PAN,2018-2021
15,México,,Ixtapan del Oro,Francisco García Morales,PAN,2018-2021
15,México,,Ixtlahuaca,Juan Luis Solalinde Trejo,PAN,2018-2021
15,México,,Xalatlaco,Lorena Celicette Ferreyra González,PVEM,2018-2021
15,México,,Jaltenco,José Rosario Romero Lugo,MORENA,2018-2021
15,México,,Jilotepec,Agustín Javier Bonilla Rodríguez,MORENA,2018-2021
15,México,,Jilotzingo,Evelín Mayen González,PAN,2018-2021
15,México,,Jiquipilco,Marisol González Torres,PRI,2018-2021
15,México,,Jocotitlán,Iván de Jesús Esquer Cruz,PRI,2018-2021
15,México,,Joquicingo,Dionicio Becerril López,MORENA,2018-2021
15,México,,Juchitepec,Felipe Mejía Valdés,MORENA,2018-2021
15,México,,Lerma,Jaime Cervantes Sánchez,PRI,2018-2021
15,México,,Malinalco,Roberto Canañas Poblete,PAN,2018-2021
15,México,,Melchor Ocampo,Miriam Escalona Piña,PAN,2018-2021
15,México,,Metepec,Gabriel Gamboa Sánchez,MORENA,2018-2021
15,México,,Mexicaltzingo,José Vicente Estrada Palacios,Partido Vía Radical,2018-2021
15,México,,Morelos,Armando Mateos Cedillo,PAN,2018-2021
15,México,,Naucalpan de Juárez,Patricia Elisa Durán Reveles,MORENA,2018-2021
15,México,,Nextlalpan,Elizabeth Mendoza Pérez,MORENA,2018-2021
15,México,,Nezahualcóyotl,Juan Hugo de la Rosa García2​,Independiente,2018-2021
15,México,,Nicolás Romero,Armando Navarrete López,MORENA,2018-2021
15,México,,Nopaltepec,Anel Martínez Pérez,PAN,2018-2021
15,México,,Ocoyoacac,Anallely Olivares Reyes,MORENA,2018-2021
15,México,,Ocuilan,Félix Alberto Linares González,PAN,2018-2021
15,México,,El Oro,Marco Antonio Barranco Sánchez,PRI,2018-2021
15,México,,Otumba,Mauricio Alberto Cid Franco,PAN,2018-2021
15,México,,Otzoloapan,Lizbeth Nuñez García,PT,2018-2021
15,México,,Otzolotepec,Erika Sevilla Alvarado,MORENA,2018-2021
15,México,,Ozumba,Valentín Martínez Castillo,MORENA,2018-2021
15,México,,Papalotla,Rodrigo Ruíz Martínez,MORENA,2018-2021
15,México,,La Paz,Feliciana Olga Medina Serrano,MORENA,2018-2021
15,México,,Polotitlán,Javier García Polo,PVEM,2018-2021
15,México,,Rayón,Leonel González Talavera,MORENA,2018-2021
15,México,,San Antonio la Isla,Lizeth Marlene Sandoval Colindres,PRI,2018-2021
15,México,,San Felipe del Progreso,Alejandro Tenorio Esquivel,MORENA,2018-2021
15,México,,San Martín de las Pirámides,Eric Ruíz Medina,PAN,2018-2021
15,México,,San Mateo Atenco,Julio César Serrano González,PRI,2018-2021
15,México,,San Simón de Guerrero,Sara Mora de Jesús,PAN,2018-2021
15,México,,Santo Tomás,María del Rosario Matías Esquivel,PAN,2018-2021
15,México,,Soyaniquilpan de Juárez,Jorge Espinosa Arciniega,PAN,2018-2021
15,México,,Sultepec,Miguel Ángel Hernández Tinoco,PRI,2018-2021
15,México,,Tecámac,Mariela Gutiérrez Escalante,MORENA,2018-2021
15,México,,Tejupilco,Manuel Anthony Domínguez,MORENA,2018-2021
15,México,,Temamatla,Juan Martín Orozpe Pérez,PANAL,2018-2021
15,México,,Temascalapa,Héctor Quezada Quezada,PAN,2018-2021
15,México,,Temascalcingo,Juan de la Cruz Ruíz,MORENA,2018-2021
15,México,,Temascaltepec,Erick Ramírez Hernández,MORENA,2018-2021
15,México,,Temoaya,Nelly Brigida Rivera Sánchez,MORENA,2018-2021
15,México,,Tenancingo,Gabriel Gallegos García,MORENA,2018-2021
15,México,,Tenango del Aire,Roberto Ávila Ventura,PVEM,2018-2021
15,México,,Tenango del Valle,Pedro Iván Guadarrama Mendoza,MORENA,2018-2021
15,México,,Teoloyucan,Gabriela Contreras Villegas,MORENA,2018-2021
15,México,,Teotihuacán,Jaime Heredia Ángeles,MORENA,2018-2021
15,México,,Tepetlaoxtoc,María Eva Bustamante Venegas,MORENA,2018-2021
15,México,,Tepetlixpa,Armando Melendez Soriano,PVEM,2018-2021
15,México,,Tepotzotlán,Ángel Zuppa Nuñez,PAN,2018-2021
15,México,,Tequixquiac,Gilberto Ramírez Domínguez,PANAL,2018-2021
15,México,,Texcaltitlán,Javier Lujano Huerta,PRD,2018-2021
15,México,,Texcalyacac,Xochitl Maribel Ramírez,PRI,2018-2021
15,México,,Texcoco,Sandra Luz Falcón Venegas,MORENA,2018-2021
15,México,,Tezoyuca,Diana Jazmín Chávez Hernández,MORENA,2018-2021
15,México,,Tianguistenco,Alfredo Baltazar Villaseñor,MORENA,2018-2021
15,México,,Timilpan,Laura Leticia Caballero Juárez,PRI,2018-2021
15,México,,Tlalmanalco,Ana Gabriela Velázquez Quintero,MORENA,2018-2021
15,México,,Tlalnepantla de Baz,Raciel Pérez Cruz,MORENA,2018-2021
15,México,,Tlatlaya,Leopoldo Domínguez López,PAN,2018-2021
15,México,,Toluca,Juan Rodolfo Sánchez Gómez,MORENA,2018-2021
15,México,,Tonatico,Luis Dante López Colín,PAN,2018-2021
15,México,,Tultepec,Armando Portugués Fuentes,PRD,2018-2021
15,México,,Tultitlán,Elena García Martínez,MORENA,2018-2021
15,México,,Valle de Bravo,Mauricio Osorio Domínguez,PRI,2018-2021
15,México,,Villa de Allende,Arturo Piña García,PAN,2018-2021
15,México,,Villa del Carbón,Ernesto Valle Torres,PAN,2018-2021
15,México,,Villa Guerrero,María Minerva Sánchez Estrada,PAN,2018-2021
15,México,,Villa Victoria,Mario Santana Carbajal,PRI,2018-2021
15,México,,Xonacatlán,Serafín Gutiérrez Morales,MC,2018-2021
15,México,,Zacazonapan,Laura Castelán Hernández,PAN,2018-2021
15,México,,Zacualpan,Fidel Figueroa Gómez,PANAL,2018-2021
15,México,,Zinacantepec,Gerardo Nava Sánchez,MORENA,2018-2021
15,México,,Zumpahuacán,Isidro Jiménez Carrillo,MORENA,2018-2021
15,México,,Zumpango,Miguel Ángel Gamboa Monroy,MORENA,2018-2021
15,México,,Cuautitlán Izcalli,Ricardo Nuñez Ayala,MORENA,2018-2021
15,México,,Valle de Chalco Solidaridad,Francisco Fernando Tenorio Contreras,MORENA,2018-2021
15,México,,Luvianos,Alfredo Jaimes Benítez,PRI,2018-2021
15,México,,San José del Rincón,María Elena Montaño Morares,PRI,2018-2021
15,México,,Tonanitla,Tomás Primo Negrete Chavarría3​,PRI,2018-2021
16,Michoacán de Ocampo,,Acuitzio,Ma. Misael Hernández Fonsece,MORENA,2018-2021
16,Michoacán de Ocampo,,Aguililla,Osvaldo Maldonado Zepeda,PRI,2018-2021
16,Michoacán de Ocampo,,Álvaro Obregón,Adán Sánchez López,PRI,2018-2021
16,Michoacán de Ocampo,,Angamacutiro,Maribel Juárez Blanquet,PAN,2018-2021
16,Michoacán de Ocampo,,Angangueo,María Hilda Domínguez García,MORENA,2018-2021
16,Michoacán de Ocampo,,Apatzingán,José Luis Cruz Lucatero,MORENA,2018-2021
16,Michoacán de Ocampo,,Aporo,Juan José Mendiola Loza,MORENA,2018-2021
16,Michoacán de Ocampo,,Aquila,Mohammed Ramírez Méndez,PVEM,2018-2021
16,Michoacán de Ocampo,,Ario,Irma Moreno Martínez,PAN,2018-2021
16,Michoacán de Ocampo,,Arteaga,Bernardo Zepeda Vallejo,PRD,2018-2021
16,Michoacán de Ocampo,,Briseñas,Jaime Adalberto Ramírez Bravo,PANAL,2018-2021
16,Michoacán de Ocampo,,Buenavista,Eliseo Delgado Sánchez,MORENA,2018-2021
16,Michoacán de Ocampo,,Carácuaro,Elisenda Garduño Garduño,PRD,2018-2021
16,Michoacán de Ocampo,,Charapan,José Emmanuel Balboa Álvarez,PVEM,2018-2021
16,Michoacán de Ocampo,,Charo,Ramón Hernández Yépez,PAN,2018-2021
16,Michoacán de Ocampo,,Chavinda,José Luis Castillo García,PAN,2018-2021
16,Michoacán de Ocampo,,Chilchota,Eduardo Ixta Álvarez,MORENA,2018-2021
16,Michoacán de Ocampo,,Chinicuila,José Antonio Medina García,PAN,2018-2021
16,Michoacán de Ocampo,,Chucandiro,Soyla Guillén Guzmán,PRI,2018-2021
16,Michoacán de Ocampo,,Churintzio,Juan Luis Contreras Calderón,PRD,2018-2021
16,Michoacán de Ocampo,,Churumuco,Rodimiro Barrera Estrada,PRI,2018-2021
16,Michoacán de Ocampo,,Coahuayana,Roberto Nevarez Domínguez,PANAL,2018-2021
16,Michoacán de Ocampo,,Coalcomán de Vázquez Pallares,José Antonio Morales Arteaga,PRI,2018-2021
16,Michoacán de Ocampo,,Coeneo,Ariel Trujillo Córdova,PAN,2018-2021
16,Michoacán de Ocampo,,Cojumatlán de Régules,Enrique Mújica Sánchez,PRD,2018-2021
16,Michoacán de Ocampo,,Contepec,Rubén Rodríguez Jiménez,PRI,2018-2021
16,Michoacán de Ocampo,,Copándaro,Mirna Violeta Acosta Tena,PAN,2018-2021
16,Michoacán de Ocampo,,Cotija,Aurelio Santos Contreras,MORENA,2018-2021
16,Michoacán de Ocampo,,Cuitzeo,Fernando Alvarado Rangel,PANAL,2018-2021
16,Michoacán de Ocampo,,Ecuandureo,J. Jesús Infante Ayala,PAN,2018-2021
16,Michoacán de Ocampo,,Epitacio Huerta,Margarito Fierros Tano,MORENA,2018-2021
16,Michoacán de Ocampo,,Erongarícuaro,Adrián Marcial Melgoza Novoa,PRI,2018-2021
16,Michoacán de Ocampo,,Gabriel Zamora,Jorge Gutiérrez Sánchez,PAN,2018-2021
16,Michoacán de Ocampo,,Hidalgo,José Luis Téllez Marín,MORENA,2018-2021
16,Michoacán de Ocampo,,Huandacareo,Celedonia Guzmán Herrera,PAN,2018-2021
16,Michoacán de Ocampo,,Huaniqueo,Ma. Trinidad Vázquez Herrera,PRD,2018-2021
16,Michoacán de Ocampo,,Huetamo,Juan Luis García Conejo,PAN,2018-2021
16,Michoacán de Ocampo,,Huiramba,Alejandro García Serna,PAN,2018-2021
16,Michoacán de Ocampo,,Indaparapeo,María Teresa Pérez Romero,PAN,2018-2021
16,Michoacán de Ocampo,,Irimbo,Omar López Esquivel,PRI,2018-2021
16,Michoacán de Ocampo,,Ixtlán,Ángel Rafael Macías Mora,PAN,2018-2021
16,Michoacán de Ocampo,,Jacona,Adriana Campos Huirache,PRI,2018-2021
16,Michoacán de Ocampo,,Jiménez,Arturo León Balvanera,PRD,2018-2021
16,Michoacán de Ocampo,,Jiquilpan,Roberto Mejía Zepeda,MORENA,2018-2021
16,Michoacán de Ocampo,,José Sixto Verduzco,Rubén Robledo Agabo,PVEM,2018-2021
16,Michoacán de Ocampo,,Juárez,Cornelio Ríos Paniagua,PVEM,2018-2021
16,Michoacán de Ocampo,,Jungapeo,José Lugo Rodríguez,PAN,2018-2021
16,Michoacán de Ocampo,,La Huacana,Rubén de Jesús González Gómez,PRI,2018-2021
16,Michoacán de Ocampo,,La Piedad,Alejandro Espinoza Ávila,PAN,2018-2021
16,Michoacán de Ocampo,,Lagunillas,María Macarena Chávez Flores,PAN,2018-2021
16,Michoacán de Ocampo,,Lázaro Cárdenas,María Itze Camacho Zapiain,MORENA,2018-2021
16,Michoacán de Ocampo,,Los Reyes,César Enrique Palafox Quintero,PAN,2018-2021
16,Michoacán de Ocampo,,Madero,Rodrigo Villa Pérez,PANAL,2018-2021
16,Michoacán de Ocampo,,Maravatío,José Jaime Hinojosa Campa,PAN,2018-2021
16,Michoacán de Ocampo,,Marcos Castellanos,Rolando González Chávez,PRI,2018-2021
16,Michoacán de Ocampo,,Morelia,Raúl Morón Orozco,MORENA,2018-2021
16,Michoacán de Ocampo,,Morelos,José Guadalupe Coria Solís,PAN,2018-2021
16,Michoacán de Ocampo,,Múgica,Raymundo Arreola Ortega,PRI,2018-2021
16,Michoacán de Ocampo,,Nahuatzen,David Eduardo Otlica Avilés,PRD,2018-2021
16,Michoacán de Ocampo,,Nocupétaro,J. Félix González Gómez,PRI,2018-2021
16,Michoacán de Ocampo,,Nuevo Parangaricutiro,Esther Ortíz Dimas,PAN,2018-2021
16,Michoacán de Ocampo,,Nuevo Urecho,Dante Vieyra Díaz,PAN,2018-2021
16,Michoacán de Ocampo,,Numarán,Daniel Zárate Estrada,PAN,2018-2021
16,Michoacán de Ocampo,,Ocampo,Roberto Arriaga Colin,PRI,2018-2021
16,Michoacán de Ocampo,,Pajacuarán,Salvador Magallón Flores,MORENA,2018-2021
16,Michoacán de Ocampo,,Panindícuaro,Héctor Johnny Ayala Miranda,MORENA,2018-2021
16,Michoacán de Ocampo,,Paracho,José Manuel Caballero Estrada,PVEM,2018-2021
16,Michoacán de Ocampo,,Parácuaro,Huriel Bautista Cabrera,MORENA,2018-2021
16,Michoacán de Ocampo,,Pátzcuaro,Víctor Manuel Báez Ceja,MORENA,2018-2021
16,Michoacán de Ocampo,,Penjamillo,Homero Martínez Leyva,PRI,2018-2021
16,Michoacán de Ocampo,,Peribán,Dora Belén Sánchez Orozco,Independiente,2018-2021
16,Michoacán de Ocampo,,Purépero,José Cuauhtémoc Vega Robledo,PANAL,2018-2021
16,Michoacán de Ocampo,,Puruándiro,Belinda Iturbide Díaz,PAN,2018-2021
16,Michoacán de Ocampo,,Queréndaro,Édgar Oliver Barrera González,Independiente,2018-2021
16,Michoacán de Ocampo,,Quiroga,Alma Rosa Vargas Díazbarriga,PAN,2018-2021
16,Michoacán de Ocampo,,Sahuayo,Jesús Gómez Gómez,PAN,2018-2021
16,Michoacán de Ocampo,,Salvador Escalante,José Jesús Lucas Ángel,PAN,2018-2021
16,Michoacán de Ocampo,,San Lucas,Efraín Serrato Díaz,PRI,2018-2021
16,Michoacán de Ocampo,,Santa Ana Maya,Juan Audiel Calderón Mendoza,PAN,2018-2021
16,Michoacán de Ocampo,,Senguio,Rodolfo Quintana Trujillo,PRI,2018-2021
16,Michoacán de Ocampo,,Susupuato,Zayra Yuritzi Olivares Centeno,PRI,2018-2021
16,Michoacán de Ocampo,,Tacámbaro,Salvador Barrera Medrano,PAN,2018-2021
16,Michoacán de Ocampo,,Tancítaro,Araceli Solórzano Solórzano,PAN,2018-2021
16,Michoacán de Ocampo,,Tangamandapio,Eduardo Ceja Gil,PAN,2018-2021
16,Michoacán de Ocampo,,Tangancícuaro,Rafael Mendoza Mercado,PAN,2018-2021
16,Michoacán de Ocampo,,Tanhuato,Héctor Daniel Aranda Pérez,Independiente,2018-2021
16,Michoacán de Ocampo,,Taretan,Julio Chávez Zavala,PAN,2018-2021
16,Michoacán de Ocampo,,Tarímbaro,Baltazar Gaona Sánchez,MORENA,2018-2021
16,Michoacán de Ocampo,,Tepalcatepec,Felipe Martínez Pérez,PRI,2018-2021
16,Michoacán de Ocampo,,Tingambato,Nelson Villegas Figueroa,PAN,2018-2021
16,Michoacán de Ocampo,,Tingüindín,Salvador García Palafox,PAN,2018-2021
16,Michoacán de Ocampo,,Tiquicheo de Nicolás Romero,María Hortencia Sánchez Rodríguez,PVEM,2018-2021
16,Michoacán de Ocampo,,Tlalpujahua,Salvador Tapia Hernández,PANAL,2018-2021
16,Michoacán de Ocampo,,Tlazazalca,Gabriela Arreola Prado,PAN,2018-2021
16,Michoacán de Ocampo,,Tocumbo,Luis Enrique Toscano Servín,PRD,2018-2021
16,Michoacán de Ocampo,,Tumbiscatío,Juan Manuel Magaña Arreola,PAN,2018-2021
16,Michoacán de Ocampo,,Turicato,Elías Sánchez García,PAN,2018-2021
16,Michoacán de Ocampo,,Tuxpan,Jesús Antonio Mora González,PAN,2018-2021
16,Michoacán de Ocampo,,Tuzantla,Jazmín Danae Arroyo Martínez,PAN,2018-2021
16,Michoacán de Ocampo,,Tzintzuntzan,Emanuel Irepani Hernández Gama,PRI,2018-2021
16,Michoacán de Ocampo,,Tzitzio,Emilia Herrera Sánchez,PAN,2018-2021
16,Michoacán de Ocampo,,Uruapan,Víctor Manuel Manríquez González,PRD,2018-2021
16,Michoacán de Ocampo,,Venustiano Carranza,Hugo Mejía Zepeda,MC,2018-2021
16,Michoacán de Ocampo,,Villamar,Alfonso Bautista Lua,PAN,2018-2021
16,Michoacán de Ocampo,,Vista Hermosa,Rosa Elena de la Cruz Pérez Tello,PRI,2018-2021
16,Michoacán de Ocampo,,Yurécuaro,Gilberto Alvarado Méndez,PANAL,2018-2021
16,Michoacán de Ocampo,,Zacapu,Luis Felipe León Balbanera,PRD,2018-2021
16,Michoacán de Ocampo,,Zamora,Martín Samaguey Cárdenas,MORENA,2018-2021
16,Michoacán de Ocampo,,Zináparo,J. Jesús Zamudio Hernández,PAN,2018-2021
16,Michoacán de Ocampo,,Zinapécuaro,Alejandro Correa Gómez,PAN,2018-2021
16,Michoacán de Ocampo,,Ziracuaretiro,José Rodríguez Baca,PRI,2018-2021
16,Michoacán de Ocampo,,Zitácuaro,Carlos Herrera Tello,PAN,2018-2021
17,Morelos,,Amacuzac,Alfonso Miranda Gallegos,MORENA,2018-2021
17,Morelos,,Atlatlahucan,Calixto Urbano Lagunas,MORENA,2018-2021
17,Morelos,,Axochiapan,Félix Sánchez Espinosa,MORENA,2018-2021
17,Morelos,,Ayala,Arturo Reynaldo Abúndez Martínez,MORENA,2018-2021
17,Morelos,,Coatlán del Río,Celso Nieto Estrada,Independiente,2018-2021
17,Morelos,,Cuautla,Jesús Corona Damián,MORENA,2018-2021
17,Morelos,,Cuernavaca,Francisco Antonio Villalobos4​,MORENA,2018-2021
17,Morelos,,Emiliano Zapata,José Fernando Aguilar Palma,PVEM,2018-2021
17,Morelos,,Huitzilac,Ulises Pardo Bastida,MORENA,2018-2021
17,Morelos,,Jantetelco,Juan Felipe Domínguez Robles,Partido Humanista,2018-2021
17,Morelos,,Jiutepec,Rafael Reyes Reyes,MORENA,2018-2021
17,Morelos,,Jojutla,Ángel Flores Bustamante,MORENA,2018-2021
17,Morelos,,Jonacatepec,Israel Andrade Zavala,PRD,2018-2021
17,Morelos,,Mazatepec,Maximina Trinidad Pérez Coria,PRI,2018-2021
17,Morelos,,Miacatlán,Abel Espín García,PRD,2018-2021
17,Morelos,,Ocuituco,Juan Jesús Anzures García,PVEM,2018-2021
17,Morelos,,Puente de Ixtla,Mauro Ocampo Ocampo,MORENA,2018-2021
17,Morelos,,Temixco,Jazmín Juana Solano López,MORENA,2018-2021
17,Morelos,,Tepalcingo,Alfredo Sánchez Vélez,PVEM,2018-2021
17,Morelos,,Tepoztlán,Rogelio Torres Orterga,MORENA,2018-2021
17,Morelos,,Tetecala,Luz Dary Quevedo Maldonado,PAN,2018-2021
17,Morelos,,Tetela del Volcán,Israel González Pérez,MORENA,2018-2021
17,Morelos,,Tlalnepantla,Rigoberto Espíndola González,PANAL,2018-2021
17,Morelos,,Tlaltizapán,Alfredo Domínguez Mandujano,PRD,2018-2021
17,Morelos,,Tlaquiltenango,Jorge Maldonado Ortiz,MORENA,2018-2021
17,Morelos,,Tlayacapan,María del Carmen Pochotitla Tlaltzicapa,MORENA,2018-2021
17,Morelos,,Totolapan,Sergio Omar Livera Chavarría,PANAL,2018-2021
17,Morelos,,Xochitepec,Alberto Sánchez Ortega,PRI,2018-2021
17,Morelos,,Yautepec,Agustín Alonso Gutiérrez,PRD,2018-2021
17,Morelos,,Yecapixtla,Francisco Erick Sánchez Zavala,PAN,2018-2021
17,Morelos,,Zacatepec,Olivia Ramírez Lamadrid5​,PANAL,2018-2021
17,Morelos,,Zacualpan,Adrián Cázares González6​,MC,2018-2021
17,Morelos,,Temoac,Valentín Lavín Romero,PVEM,2018-2021
18,Nayarit,,Acaponeta,Jose Humberto Arellano Nuñez,MORENA,2017-2021
18,Nayarit,,Ahuacatlán,Agustin Godinez Villegas,PRI,2017-2021
18,Nayarit,,Amatlán de Cañas,Saul Parra Ramirez,PES,2017-2021
18,Nayarit,,Compostela,Gloria Elizabeth NuñEz Sanchez,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Huajicori,Grabiela Yajayra Guzman Gonzalez,PRI,2017-2021
18,Nayarit,,Ixtlán del Río,Juan Enrique Parra Perez,MC,2017-2021
18,Nayarit,,Jala,Carlos Rafael Carrillo Rodriguez,PRI,2017-2021
18,Nayarit,,Xalisco,Nadia Alejandra Ramirez Lopez,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Del Nayar,Adan Frausto Arellano,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Rosamorada,Juan Gregorio Ramirez Ruiz,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Ruiz,Jesus Guerra Hernandez,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,San Blas,Candy Anisoara Yescas Blancas,PRI,2017-2021
18,Nayarit,,San Pedro Lagunillas,Patricia Peña Plancarte,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Santa María del Oro,Ana Maria Isiordia Lopez,PRI,2017-2021
18,Nayarit,,Santiago Ixcuintla,Jose Rodrigo Ramirez Mojarro,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Tecuala,Heriberto Lopez Rojas,PRI,2017-2021
18,Nayarit,,Tepic,Francisco Javier Castellón Fonseca,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,Tuxpan,Jose Octavio Olague Avena,Coalición «Juntos por ti»,2017-2021
18,Nayarit,,La Yesca,Ignacio Flores Medina,MC,2017-2021
18,Nayarit,,Bahía de Banderas,Jaime Alonso Cuevas Tello,Coalición «Juntos por ti»,2017-2021
19,Nuevo León,,Abasolo,Karina Lissette Villarreal Ramírez,PRI,2018-2021
19,Nuevo León,,Agualeguas,Ignacio Castellanos Amaya,PAN,2018-2021
19,Nuevo León,,Los Aldamas,Jorge Luis Peña Peña,PANAL,2018-2021
19,Nuevo León,,Allende,Eva Patricia Salazar Marroquín,PRI,2018-2021
19,Nuevo León,,Anáhuac,Desiderio Urteaga Ortegón,PRI,2018-2021
19,Nuevo León,,Apodaca,César Garza Villarreal,PRI,2018-2021
19,Nuevo León,,Aramberri,Gaspar Salatiel del Toro Orozco,PRI,2018-2021
19,Nuevo León,,Bustamante,Luis Felipe García Botello,PANAL,2018-2021
19,Nuevo León,,Cadereyta Jiménez,Ernesto José Quintanilla Villarreal,PVEM,2018-2021
19,Nuevo León,,Carmen,Gerardo Alfonso de la Maza Villarreal,PRI,2018-2021
19,Nuevo León,,Cerralvo,Baltazar Gilberto Martíenz Ríos,PAN,2018-2021
19,Nuevo León,,Ciénega de Flores,Pedro Alonso Casas Quiñones,Independiente,2018-2021
19,Nuevo León,,China,Raúl Karr Vázquez,PANAL,2018-2021
19,Nuevo León,,Doctor Arroyo,Juan Antonio Martínez Rodríguez,PRI,2018-2021
19,Nuevo León,,Doctor Coss,Simón Ríos Rangel,PRI,2018-2021
19,Nuevo León,,Doctor González,Mayra Abrego Montemayor,PRI,2018-2021
19,Nuevo León,,Galeana,Alejandra Ramírez Díaz,PRI,2018-2021
19,Nuevo León,,García,Carlos Alberto Guevara Garza,Independiente,2018-2021
19,Nuevo León,,San Pedro Garza García,Miguel Bernardo Treviño de Hoyos,Independiente,2018-2021
19,Nuevo León,,General Bravo,Edgar Cantú Fernández,PAN,2018-2021
19,Nuevo León,,General Escobedo,Clara Luz Flores Carrales,PRI,2018-2021
19,Nuevo León,,General Terán,Eleuterio Gómez Villagómez Guerrero,PRI,2018-2021
19,Nuevo León,,General Treviño,Elia Hinojosa García,PAN,2018-2021
19,Nuevo León,,General Zaragoza,Juan Arturo Guevara Soto,PT,2018-2021
19,Nuevo León,,General Zuazua,Hernán Francisco Chapa Gutiérrez,PAN,2018-2021
19,Nuevo León,,Guadalupe,Cristina Díaz Salazar4​,PRI,2018-2021
19,Nuevo León,,Los Herreras,Luis Alfonso Tijerina López,PVEM,2018-2021
19,Nuevo León,,Higueras,Jesús Manuel Ramírez González,PRD,2018-2021
19,Nuevo León,,Hualahuises,Jesús Homero Aguilar Hernández,PRI,2018-2021
