idCarpeta;Delito;Categoria;FechaHecho;Año_hecho;Mes_hecho;Sexo;Edad;TipoPersona;CalidadJuridica;ClasificacionDelito;lon;lat;geopoint
8441577;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 16:05:00;2019;Junio;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.0107813246743;19.2838966642641;19.2838966643,-99.0107813247
8441599;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 16:55:00;2019;Junio;Femenino;15;FISICA;VICTIMA;FUERO COMUN;-99.0435764996094;19.3063165967298;19.3063165967,-99.0435764996
8441606;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 08:00:00;2019;Junio;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.17286592323;19.3888054634522;19.3888054635,-99.1728659232
8441637;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 15:00:00;2019;Junio;Masculino;61;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1255393204474;19.4256726096297;19.4256726096,-99.1255393204
8441640;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 15:10:00;2019;Junio;Femenino;48;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1457614209281;19.4109444969891;19.410944497,-99.1457614209
8441666;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 17:40:00;2019;Junio;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1326724203784;19.4083142077674;19.4083142078,-99.1326724204
8441779;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-01 19:00:00;2019;Junio;Femenino;24;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1074309842166;19.387556169931;19.3875561699,-99.1074309842
8441873;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-02 04:45:00;2019;Junio;Masculino;26;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1171442229292;19.4503113666225;19.4503113666,-99.1171442229
8441957;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-31 21:30:00;2019;Mayo;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.2128654719548;19.326292650122;19.3262926501,-99.212865472
8441977;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-05-30 21:30:00;2019;Mayo;Masculino;41;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.022680219809;19.3384703214772;19.3384703215,-99.0226802198
8441981;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-02 11:20:00;2019;Junio;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.1468871503726;19.458841690254;19.4588416903,-99.1468871504
8442084;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;2019-06-02 10:40:00;2019;Junio;Masculino;31;FISICA;VICTIMA Y DENUNCIANTE;FUERO COMUN;-99.017669859584;19.3317076802411;19.3317076802,-99.0176698596
